Datetime,CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),RH,AH,C6H6(GT)
2004-08-06 01:00:00,,1030.0,848.0,77.0,734.0,71.0,1691.0,1048.0,74.1,1.915,6.8
2004-08-06 02:00:00,,950.0,762.0,60.0,827.0,69.0,1616.0,959.0,72.8,1.8944,5.0
2004-08-06 03:00:00,,912.0,716.0,,875.0,,1586.0,898.0,73.2,1.8763,4.1
2004-08-06 04:00:00,,893.0,676.0,45.0,930.0,55.0,1567.0,859.0,75.5,1.9033,3.4
2004-08-06 05:00:00,0.7,938.0,734.0,65.0,847.0,57.0,1607.0,947.0,75.5,1.9069,4.4
2004-08-06 06:00:00,1.2,1065.0,889.0,94.0,722.0,56.0,1760.0,1081.0,74.9,1.9396,7.7
2004-08-06 07:00:00,2.3,1240.0,1102.0,205.0,588.0,72.0,1989.0,1257.0,75.9,1.9817,13.6
2004-08-06 08:00:00,3.0,1307.0,1270.0,240.0,516.0,84.0,2191.0,1404.0,74.9,2.019,19.1
2004-08-06 09:00:00,2.9,1229.0,1188.0,237.0,557.0,97.0,2033.0,1412.0,66.2,2.0011,16.3
2004-08-06 10:00:00,2.6,1220.0,1122.0,245.0,601.0,107.0,1974.0,1428.0,61.2,1.9808,14.2
2004-08-06 11:00:00,2.6,1218.0,1168.0,206.0,607.0,117.0,2000.0,1451.0,48.4,1.9367,15.6
2004-08-06 12:00:00,2.6,1171.0,1129.0,156.0,631.0,120.0,1911.0,1346.0,36.0,1.8395,14.4
2004-08-06 13:00:00,2.1,1067.0,995.0,126.0,717.0,110.0,1730.0,1093.0,29.8,1.7045,10.5
2004-08-06 14:00:00,1.7,1054.0,985.0,108.0,735.0,104.0,1742.0,940.0,33.4,1.7186,10.2
2004-08-06 15:00:00,1.9,1051.0,1003.0,102.0,711.0,110.0,1715.0,909.0,33.3,1.7509,10.7
2004-08-06 16:00:00,2.5,1103.0,1035.0,110.0,672.0,111.0,1834.0,1005.0,43.5,1.9797,11.6
2004-08-06 17:00:00,1.1,970.0,894.0,57.0,761.0,64.0,1649.0,756.0,40.6,1.9481,7.9
2004-08-06 18:00:00,2.1,1100.0,1038.0,109.0,668.0,92.0,1873.0,1080.0,45.2,1.8642,11.7
2004-08-06 19:00:00,2.6,1129.0,1137.0,151.0,606.0,114.0,1952.0,1220.0,49.9,1.8189,14.6
2004-08-06 20:00:00,2.6,1126.0,1089.0,153.0,620.0,116.0,1886.0,1208.0,54.6,1.8459,13.2
2004-08-06 21:00:00,1.7,1019.0,971.0,103.0,692.0,94.0,1760.0,1057.0,58.0,1.8611,9.8
2004-08-06 22:00:00,1.5,1011.0,930.0,76.0,728.0,77.0,1723.0,1009.0,59.9,1.8797,8.8
2004-08-06 23:00:00,1.8,1039.0,991.0,93.0,685.0,74.0,1820.0,1088.0,63.5,1.8828,10.4
2004-08-07 00:00:00,1.4,974.0,920.0,75.0,718.0,62.0,1755.0,1062.0,65.0,1.8897,8.5
2004-08-07 01:00:00,1.2,925.0,831.0,57.0,789.0,57.0,1662.0,975.0,64.9,1.843,6.4
2004-08-07 02:00:00,0.7,810.0,674.0,32.0,976.0,45.0,1530.0,793.0,58.6,1.7714,3.4
2004-08-07 03:00:00,0.6,800.0,627.0,,1032.0,,1519.0,787.0,63.3,1.7895,2.6
2004-08-07 04:00:00,0.7,813.0,645.0,42.0,990.0,49.0,1530.0,802.0,67.1,1.7414,2.9
2004-08-07 05:00:00,0.5,788.0,604.0,37.0,1068.0,45.0,1507.0,754.0,61.2,1.7588,2.3
2004-08-07 06:00:00,0.6,815.0,670.0,44.0,971.0,44.0,1538.0,774.0,63.4,1.7136,3.3
2004-08-07 07:00:00,0.9,868.0,771.0,51.0,840.0,43.0,1608.0,860.0,62.6,1.7253,5.1
2004-08-07 08:00:00,1.2,951.0,886.0,74.0,742.0,51.0,1705.0,988.0,61.8,1.7504,7.7
2004-08-07 09:00:00,2.0,1075.0,996.0,115.0,649.0,84.0,1838.0,1113.0,56.2,1.7961,10.5
2004-08-07 10:00:00,1.9,1058.0,1012.0,109.0,676.0,96.0,1782.0,1063.0,41.9,1.8104,10.9
2004-08-07 11:00:00,1.7,1012.0,914.0,80.0,760.0,88.0,1653.0,858.0,34.0,1.73,8.4
2004-08-07 12:00:00,1.2,929.0,811.0,57.0,862.0,67.0,1541.0,642.0,29.8,1.7004,6.0
2004-08-07 13:00:00,1.1,902.0,813.0,56.0,875.0,64.0,1518.0,588.0,24.7,1.5637,6.0
2004-08-07 14:00:00,1.0,836.0,750.0,43.0,960.0,54.0,1390.0,484.0,25.2,1.402,4.7
2004-08-07 15:00:00,1.0,858.0,776.0,43.0,947.0,56.0,1431.0,498.0,21.1,1.3863,5.3
2004-08-07 16:00:00,1.0,886.0,803.0,51.0,939.0,68.0,1460.0,538.0,21.8,1.4653,5.8
2004-08-07 17:00:00,1.2,974.0,833.0,46.0,864.0,67.0,1577.0,565.0,29.5,1.8037,6.5
2004-08-07 18:00:00,1.6,1008.0,915.0,71.0,783.0,95.0,1643.0,672.0,33.4,1.8384,8.4
2004-08-07 19:00:00,1.6,990.0,912.0,65.0,777.0,86.0,1648.0,689.0,37.4,1.7655,8.3
2004-08-07 20:00:00,1.6,981.0,917.0,78.0,740.0,93.0,1649.0,714.0,41.7,1.7081,8.4
2004-08-07 21:00:00,1.3,954.0,828.0,51.0,793.0,68.0,1589.0,631.0,47.4,1.7344,6.4
2004-08-07 22:00:00,1.9,1030.0,988.0,84.0,686.0,95.0,1751.0,829.0,49.4,1.7602,10.3
2004-08-07 23:00:00,1.9,1033.0,1011.0,89.0,681.0,93.0,1768.0,875.0,51.3,1.7251,10.9
2004-08-08 00:00:00,1.5,963.0,872.0,65.0,767.0,69.0,1617.0,803.0,54.1,1.7546,7.4
2004-08-08 01:00:00,1.1,918.0,805.0,43.0,816.0,55.0,1571.0,759.0,55.1,1.7628,5.8
2004-08-08 02:00:00,0.8,868.0,736.0,32.0,894.0,39.0,1548.0,638.0,57.3,1.7822,4.5
2004-08-08 03:00:00,0.9,886.0,744.0,,869.0,,1590.0,700.0,61.8,1.8339,4.6
2004-08-08 04:00:00,0.6,813.0,609.0,22.0,1017.0,33.0,1473.0,615.0,61.2,1.7871,2.4
2004-08-08 05:00:00,0.6,815.0,616.0,21.0,1080.0,29.0,1532.0,596.0,61.3,1.7881,2.4
2004-08-08 06:00:00,0.7,815.0,627.0,27.0,1049.0,36.0,1518.0,650.0,61.7,1.7495,2.6
2004-08-08 07:00:00,0.6,835.0,638.0,31.0,1024.0,38.0,1506.0,655.0,58.4,1.7508,2.8
2004-08-08 08:00:00,1.0,921.0,738.0,46.0,901.0,47.0,1585.0,779.0,56.6,1.7798,4.5
2004-08-08 09:00:00,1.2,963.0,774.0,62.0,839.0,64.0,1621.0,758.0,51.3,1.835,5.2
2004-08-08 10:00:00,1.0,935.0,724.0,43.0,936.0,49.0,1574.0,598.0,45.9,1.8662,4.2
2004-08-08 11:00:00,1.3,1007.0,751.0,53.0,849.0,64.0,1649.0,643.0,52.4,1.9055,4.8
2004-08-08 12:00:00,1.4,1032.0,744.0,87.0,813.0,79.0,1695.0,778.0,68.0,2.1806,4.6
2004-08-08 13:00:00,0.8,901.0,689.0,36.0,964.0,45.0,1543.0,522.0,40.3,1.8999,3.6
2004-08-08 14:00:00,0.6,851.0,627.0,21.0,1129.0,30.0,1433.0,419.0,38.9,1.7838,2.6
2004-08-08 15:00:00,0.7,877.0,655.0,27.0,1061.0,35.0,1471.0,444.0,37.3,1.8481,3.0
2004-08-08 16:00:00,0.8,909.0,690.0,29.0,1039.0,37.0,1488.0,474.0,32.1,1.7841,3.6
2004-08-08 17:00:00,0.9,908.0,715.0,38.0,988.0,46.0,1479.0,495.0,31.1,1.7173,4.1
2004-08-08 18:00:00,1.0,926.0,763.0,41.0,949.0,54.0,1491.0,504.0,32.1,1.6596,5.0
2004-08-08 19:00:00,1.5,1010.0,836.0,66.0,848.0,79.0,1577.0,616.0,38.8,1.7295,6.5
2004-08-08 20:00:00,1.5,1031.0,868.0,63.0,798.0,79.0,1634.0,690.0,46.1,1.8141,7.3
2004-08-08 21:00:00,1.7,1070.0,905.0,88.0,745.0,98.0,1702.0,846.0,50.6,1.8969,8.1
2004-08-08 22:00:00,1.9,1124.0,992.0,87.0,660.0,93.0,1791.0,1013.0,54.7,1.9284,10.4
2004-08-08 23:00:00,1.7,1066.0,940.0,86.0,683.0,89.0,1744.0,978.0,56.4,1.9349,9.0
2004-08-09 00:00:00,1.2,1001.0,836.0,49.0,771.0,57.0,1662.0,821.0,60.4,1.9759,6.5
2004-08-09 01:00:00,1.1,967.0,824.0,40.0,774.0,51.0,1637.0,862.0,61.6,1.9804,6.3
2004-08-09 02:00:00,0.8,901.0,733.0,27.0,888.0,39.0,1605.0,755.0,63.5,1.9647,4.4
2004-08-09 03:00:00,0.5,835.0,638.0,,997.0,,1526.0,715.0,65.1,1.9475,2.8
2004-08-09 04:00:00,,820.0,598.0,23.0,1065.0,30.0,1511.0,684.0,65.7,1.9079,2.2
2004-08-09 05:00:00,0.7,896.0,694.0,58.0,941.0,46.0,1583.0,853.0,68.0,1.9045,3.7
2004-08-09 06:00:00,1.2,996.0,872.0,87.0,756.0,55.0,1727.0,990.0,67.5,1.899,7.4
2004-08-09 07:00:00,2.3,1159.0,1151.0,143.0,579.0,63.0,2005.0,1206.0,63.3,1.8929,15.1
2004-08-09 08:00:00,2.5,1185.0,1152.0,96.0,578.0,42.0,2003.0,1274.0,59.7,1.9193,15.1
2004-08-09 09:00:00,2.4,1168.0,1138.0,16.0,585.0,5.0,1946.0,1336.0,52.5,1.9138,14.7
2004-08-09 10:00:00,1.4,1044.0,970.0,54.0,715.0,39.0,1751.0,1068.0,38.9,1.8005,9.8
2004-08-09 11:00:00,1.2,983.0,897.0,42.0,800.0,39.0,1608.0,804.0,34.1,1.6592,8.0
2004-08-09 12:00:00,1.6,1032.0,912.0,72.0,764.0,71.0,1661.0,826.0,31.5,1.6745,8.3
2004-08-09 13:00:00,1.4,1019.0,889.0,54.0,787.0,65.0,1630.0,745.0,31.5,1.6675,7.7
2004-08-09 14:00:00,1.2,982.0,844.0,52.0,835.0,71.0,1567.0,638.0,32.3,1.6809,6.7
2004-08-09 15:00:00,1.5,1016.0,880.0,64.0,783.0,72.0,1617.0,684.0,31.9,1.7005,7.5
2004-08-09 16:00:00,1.4,,,70.0,,76.0,,,,,0.0
2004-08-09 17:00:00,1.5,,,65.0,,75.0,,,,,0.0
2004-08-09 18:00:00,1.7,,,80.0,,86.0,,,,,0.0
2004-08-09 19:00:00,2.2,,,88.0,,96.0,,,,,0.0
2004-08-09 20:00:00,1.9,1091.0,925.0,81.0,730.0,95.0,1685.0,1020.0,41.7,1.7167,8.6
2004-08-09 21:00:00,1.6,1109.0,965.0,59.0,696.0,74.0,1742.0,1100.0,45.9,1.7884,9.7
2004-08-09 22:00:00,1.5,1098.0,944.0,69.0,687.0,76.0,1772.0,1086.0,51.1,1.9221,9.1
2004-08-09 23:00:00,1.4,1088.0,945.0,58.0,674.0,66.0,1765.0,1060.0,54.4,1.9705,9.1
2004-08-10 00:00:00,1.0,1035.0,859.0,33.0,732.0,49.0,1680.0,996.0,55.0,1.9827,7.0
2004-08-10 01:00:00,0.7,942.0,758.0,17.0,824.0,29.0,1567.0,856.0,51.6,1.9269,4.9
2004-08-10 02:00:00,0.5,902.0,680.0,6.0,919.0,11.0,1535.0,722.0,56.5,1.9027,3.5
2004-08-10 03:00:00,0.5,919.0,704.0,,861.0,,1603.0,860.0,65.0,1.9612,3.9
2004-08-10 04:00:00,0.5,875.0,665.0,20.0,919.0,25.0,1559.0,772.0,63.6,1.9218,3.2
2004-08-10 05:00:00,0.7,927.0,747.0,58.0,830.0,34.0,1633.0,910.0,67.4,1.9305,4.7
2004-08-10 06:00:00,1.2,1032.0,883.0,106.0,718.0,42.0,1742.0,1051.0,65.7,1.872,7.6
2004-08-10 07:00:00,2.2,1193.0,1139.0,143.0,563.0,47.0,2009.0,1257.0,61.3,1.8522,14.7
2004-08-10 08:00:00,2.9,1268.0,1259.0,167.0,519.0,62.0,2114.0,1410.0,55.8,1.8536,18.7
2004-08-10 09:00:00,2.6,1238.0,1144.0,188.0,565.0,81.0,1939.0,1433.0,48.5,1.8607,14.8
2004-08-10 10:00:00,2.6,1230.0,1133.0,164.0,604.0,90.0,1909.0,1413.0,35.7,1.8229,14.5
2004-08-10 11:00:00,2.2,1161.0,1074.0,128.0,646.0,95.0,1777.0,1206.0,28.9,1.7359,12.7
2004-08-10 12:00:00,1.5,1048.0,949.0,88.0,764.0,86.0,1607.0,831.0,23.7,1.6346,9.2
2004-08-10 13:00:00,0.9,929.0,752.0,51.0,955.0,64.0,1385.0,544.0,23.7,1.6093,4.8
2004-08-10 14:00:00,1.0,950.0,783.0,52.0,914.0,62.0,1443.0,525.0,24.0,1.5686,5.4
2004-08-10 15:00:00,1.1,1013.0,864.0,59.0,819.0,75.0,1544.0,644.0,23.3,1.7416,7.2
2004-08-10 16:00:00,1.2,1034.0,845.0,67.0,841.0,88.0,1566.0,702.0,25.4,1.8213,6.7
2004-08-10 17:00:00,1.8,1082.0,965.0,105.0,760.0,126.0,1649.0,844.0,23.3,1.6535,9.7
2004-08-10 18:00:00,1.8,1110.0,1012.0,91.0,720.0,96.0,1725.0,905.0,24.7,1.6772,10.9
2004-08-10 19:00:00,1.7,1118.0,999.0,69.0,706.0,79.0,1766.0,878.0,35.9,1.9528,10.6
2004-08-10 20:00:00,1.7,1136.0,967.0,65.0,703.0,67.0,1801.0,927.0,43.6,2.07,9.7
2004-08-10 21:00:00,1.6,1106.0,924.0,58.0,725.0,62.0,1757.0,910.0,48.1,2.0821,8.6
2004-08-10 22:00:00,1.7,1151.0,984.0,67.0,678.0,64.0,1823.0,1024.0,50.6,2.0492,10.2
2004-08-10 23:00:00,1.8,1144.0,997.0,64.0,669.0,63.0,1816.0,1021.0,52.0,2.0297,10.5
2004-08-11 00:00:00,1.5,1118.0,930.0,65.0,697.0,60.0,1748.0,1027.0,55.0,2.0697,8.8
2004-08-11 01:00:00,1.2,1066.0,839.0,47.0,740.0,49.0,1700.0,993.0,59.1,2.0997,6.6
2004-08-11 02:00:00,0.8,991.0,778.0,29.0,797.0,36.0,1665.0,910.0,60.7,2.0977,5.3
2004-08-11 03:00:00,0.5,906.0,650.0,,961.0,,1581.0,768.0,60.3,2.1074,3.0
2004-08-11 04:00:00,0.5,903.0,662.0,16.0,932.0,24.0,1590.0,760.0,61.6,2.0931,3.2
2004-08-11 05:00:00,0.7,941.0,685.0,50.0,895.0,32.0,1632.0,834.0,63.6,2.102,3.5
2004-08-11 06:00:00,1.1,1074.0,866.0,78.0,717.0,42.0,1768.0,1075.0,63.7,2.117,7.2
2004-08-11 07:00:00,1.4,1114.0,958.0,89.0,663.0,42.0,1836.0,1167.0,60.5,2.1008,9.5
2004-08-11 08:00:00,1.7,1162.0,1019.0,97.0,622.0,51.0,1904.0,1178.0,56.5,2.0895,11.1
2004-08-11 09:00:00,1.8,1165.0,967.0,93.0,651.0,58.0,1825.0,1120.0,51.1,2.1054,9.7
2004-08-11 10:00:00,1.8,1179.0,957.0,105.0,680.0,67.0,1819.0,1131.0,41.0,2.0995,9.5
2004-08-11 11:00:00,1.7,1144.0,913.0,89.0,715.0,68.0,1782.0,972.0,38.1,2.1144,8.3
2004-08-11 12:00:00,1.3,1066.0,813.0,63.0,792.0,56.0,1657.0,764.0,34.9,2.0578,6.0
2004-08-11 13:00:00,1.3,1056.0,802.0,52.0,824.0,47.0,1620.0,670.0,30.7,2.0022,5.8
2004-08-11 14:00:00,1.0,995.0,769.0,48.0,882.0,46.0,1576.0,615.0,30.8,1.8617,5.1
2004-08-11 15:00:00,1.0,967.0,740.0,50.0,926.0,50.0,1526.0,557.0,25.4,1.7282,4.5
2004-08-11 16:00:00,1.4,1048.0,839.0,80.0,845.0,65.0,1607.0,700.0,25.8,1.7426,6.6
2004-08-11 17:00:00,1.6,1092.0,901.0,78.0,777.0,69.0,1691.0,734.0,29.9,1.8848,8.0
2004-08-11 18:00:00,1.4,1056.0,883.0,64.0,799.0,63.0,1672.0,684.0,31.1,1.8371,7.6
2004-08-11 19:00:00,1.7,1100.0,982.0,84.0,720.0,69.0,1760.0,823.0,34.5,1.7788,10.1
2004-08-11 20:00:00,1.4,1057.0,890.0,72.0,778.0,57.0,1701.0,801.0,40.7,1.8377,7.8
2004-08-11 21:00:00,1.5,1068.0,917.0,70.0,736.0,59.0,1728.0,916.0,45.0,1.9733,8.4
2004-08-11 22:00:00,1.4,1050.0,887.0,59.0,770.0,54.0,1696.0,820.0,50.0,2.0181,7.7
2004-08-11 23:00:00,1.5,1074.0,884.0,63.0,764.0,57.0,1726.0,838.0,54.1,2.029,7.6
2004-08-12 00:00:00,1.6,1053.0,895.0,58.0,745.0,46.0,1727.0,882.0,57.8,2.0646,7.9
2004-08-12 01:00:00,1.2,1003.0,825.0,68.0,794.0,65.0,1716.0,801.0,60.6,2.0942,6.3
2004-08-12 02:00:00,0.9,933.0,701.0,57.0,906.0,62.0,1638.0,690.0,64.5,2.1247,3.8
2004-08-12 03:00:00,0.6,869.0,614.0,,1001.0,,1565.0,674.0,63.5,2.0566,2.4
2004-08-12 04:00:00,,864.0,617.0,15.0,1027.0,25.0,1561.0,622.0,61.0,2.101,2.5
2004-08-12 05:00:00,0.7,931.0,721.0,47.0,888.0,37.0,1651.0,799.0,64.6,2.1195,4.2
2004-08-12 06:00:00,0.7,921.0,738.0,39.0,893.0,41.0,1623.0,818.0,60.6,2.063,4.5
2004-08-12 07:00:00,1.7,1139.0,1013.0,87.0,672.0,60.0,1932.0,1034.0,61.7,2.0929,11.0
2004-08-12 08:00:00,2.2,1205.0,1118.0,122.0,585.0,65.0,2019.0,1189.0,60.1,2.1719,14.1
2004-08-12 09:00:00,1.9,1126.0,957.0,122.0,694.0,71.0,1841.0,1034.0,53.1,2.1362,9.5
2004-08-12 10:00:00,1.5,1066.0,855.0,101.0,803.0,61.0,1712.0,929.0,39.9,2.0177,6.9
2004-08-12 11:00:00,1.6,1069.0,867.0,92.0,785.0,65.0,1717.0,880.0,39.2,1.9642,7.2
2004-08-12 12:00:00,1.3,975.0,788.0,70.0,851.0,54.0,1629.0,701.0,35.1,1.8856,5.5
2004-08-12 13:00:00,1.1,955.0,766.0,58.0,898.0,58.0,1597.0,620.0,30.5,1.8962,5.1
2004-08-12 14:00:00,1.0,949.0,764.0,44.0,898.0,56.0,1579.0,573.0,32.1,1.8697,5.0
2004-08-12 15:00:00,1.0,941.0,792.0,44.0,897.0,60.0,1582.0,544.0,28.0,1.7537,5.6
2004-08-12 16:00:00,1.1,942.0,800.0,52.0,877.0,69.0,1567.0,581.0,26.3,1.7252,5.7
2004-08-12 17:00:00,1.3,974.0,855.0,53.0,836.0,67.0,1607.0,610.0,27.2,1.6844,7.0
2004-08-12 18:00:00,1.5,1012.0,904.0,65.0,794.0,79.0,1653.0,695.0,31.2,1.7485,8.1
2004-08-12 19:00:00,1.6,1017.0,929.0,67.0,772.0,86.0,1702.0,709.0,38.7,1.819,8.7
2004-08-12 20:00:00,1.5,1006.0,896.0,67.0,797.0,79.0,1697.0,736.0,45.1,1.9129,7.9
2004-08-12 21:00:00,1.3,1008.0,878.0,53.0,792.0,67.0,1691.0,722.0,50.2,2.0127,7.5
2004-08-12 22:00:00,1.2,989.0,814.0,53.0,845.0,65.0,1657.0,680.0,53.7,2.0691,6.0
2004-08-12 23:00:00,1.6,1080.0,920.0,60.0,739.0,67.0,1761.0,772.0,57.4,2.1107,8.5
2004-08-13 00:00:00,1.4,1033.0,856.0,60.0,774.0,62.0,1736.0,769.0,59.4,2.1395,7.0
2004-08-13 01:00:00,1.1,968.0,794.0,39.0,836.0,48.0,1688.0,654.0,59.3,2.1059,5.6
2004-08-13 02:00:00,0.7,853.0,626.0,22.0,1045.0,33.0,1557.0,516.0,61.0,2.1005,2.6
2004-08-13 03:00:00,0.4,810.0,544.0,,1264.0,,1485.0,447.0,62.7,2.0737,1.5
2004-08-13 04:00:00,0.5,817.0,558.0,7.0,1232.0,11.0,1485.0,452.0,63.1,2.0184,1.7
2004-08-13 05:00:00,0.5,840.0,586.0,25.0,1154.0,34.0,1499.0,492.0,60.3,2.012,2.0
2004-08-13 06:00:00,0.8,940.0,709.0,47.0,956.0,52.0,1641.0,588.0,67.1,2.1164,4.0
2004-08-13 07:00:00,1.6,1076.0,924.0,101.0,720.0,80.0,1806.0,909.0,61.9,2.0511,8.6
2004-08-13 08:00:00,1.6,1086.0,981.0,100.0,688.0,86.0,1818.0,1007.0,57.5,2.0183,10.1
2004-08-13 09:00:00,1.4,1031.0,929.0,79.0,759.0,77.0,1722.0,809.0,44.4,1.9076,8.7
2004-08-13 10:00:00,1.5,1016.0,896.0,91.0,766.0,93.0,1704.0,820.0,35.1,1.781,7.9
2004-08-13 11:00:00,1.2,953.0,801.0,83.0,868.0,109.0,1573.0,657.0,29.0,1.6716,5.8
2004-08-13 12:00:00,1.1,918.0,779.0,65.0,896.0,89.0,1537.0,551.0,27.7,1.6041,5.3
2004-08-13 13:00:00,0.8,892.0,724.0,55.0,971.0,71.0,1490.0,511.0,27.4,1.6264,4.2
2004-08-13 14:00:00,0.7,841.0,673.0,40.0,1061.0,56.0,1394.0,451.0,28.8,1.4695,3.3
2004-08-13 15:00:00,0.7,799.0,709.0,48.0,1078.0,68.0,1332.0,462.0,20.5,1.1418,4.0
2004-08-13 16:00:00,0.7,838.0,726.0,46.0,1056.0,61.0,1382.0,440.0,22.4,1.2371,4.3
2004-08-13 17:00:00,1.0,870.0,745.0,54.0,998.0,70.0,1400.0,472.0,25.2,1.314,4.6
2004-08-13 18:00:00,1.0,892.0,771.0,55.0,965.0,76.0,1465.0,494.0,28.2,1.3204,5.1
2004-08-13 19:00:00,1.2,926.0,805.0,60.0,901.0,78.0,1511.0,524.0,34.4,1.3899,5.9
2004-08-13 20:00:00,1.1,919.0,796.0,62.0,870.0,80.0,1538.0,560.0,41.1,1.535,5.7
2004-08-13 21:00:00,1.0,932.0,746.0,51.0,912.0,71.0,1528.0,534.0,47.5,1.6595,4.7
2004-08-13 22:00:00,1.2,957.0,767.0,57.0,867.0,74.0,1534.0,577.0,50.4,1.724,5.1
2004-08-13 23:00:00,1.4,994.0,806.0,72.0,830.0,90.0,1580.0,674.0,52.9,1.7478,5.9
2004-08-14 00:00:00,1.3,984.0,795.0,63.0,838.0,78.0,1570.0,676.0,54.6,1.7483,5.6
2004-08-14 01:00:00,1.0,919.0,737.0,49.0,899.0,63.0,1534.0,611.0,55.7,1.7471,4.5
2004-08-14 02:00:00,0.6,847.0,618.0,30.0,1075.0,42.0,1442.0,529.0,55.3,1.733,2.5
2004-08-14 03:00:00,0.4,802.0,559.0,,1232.0,,1414.0,478.0,56.0,1.7428,1.7
2004-08-14 04:00:00,0.4,795.0,569.0,18.0,1178.0,27.0,1426.0,497.0,55.0,1.7405,1.8
2004-08-14 05:00:00,0.4,809.0,578.0,22.0,1170.0,29.0,1445.0,513.0,53.5,1.7291,1.9
2004-08-14 06:00:00,0.5,835.0,626.0,39.0,1088.0,41.0,1471.0,563.0,55.9,1.7114,2.6
2004-08-14 07:00:00,1.1,967.0,826.0,68.0,821.0,61.0,1639.0,822.0,57.2,1.6835,6.3
2004-08-14 08:00:00,1.2,969.0,849.0,84.0,800.0,68.0,1626.0,890.0,53.2,1.663,6.8
2004-08-14 09:00:00,0.9,913.0,749.0,54.0,911.0,58.0,1535.0,742.0,43.4,1.6162,4.7
2004-08-14 10:00:00,0.9,933.0,748.0,51.0,948.0,52.0,1551.0,629.0,35.5,1.6269,4.7
2004-08-14 11:00:00,1.0,922.0,712.0,52.0,924.0,57.0,1494.0,609.0,29.0,1.6017,4.0
2004-08-14 12:00:00,0.8,914.0,726.0,44.0,959.0,51.0,1496.0,534.0,27.6,1.5512,4.3
2004-08-14 13:00:00,0.8,873.0,699.0,47.0,999.0,53.0,1413.0,528.0,24.1,1.4235,3.8
2004-08-14 14:00:00,0.7,831.0,676.0,37.0,1041.0,49.0,1350.0,463.0,24.5,1.3373,3.4
2004-08-14 15:00:00,0.7,840.0,685.0,33.0,1051.0,44.0,1339.0,462.0,19.6,1.2915,3.6
2004-08-14 16:00:00,0.7,874.0,686.0,36.0,1032.0,48.0,1402.0,501.0,20.3,1.382,3.6
2004-08-14 17:00:00,0.7,896.0,687.0,33.0,1006.0,46.0,1438.0,493.0,27.1,1.6683,3.6
2004-08-14 18:00:00,0.9,964.0,769.0,40.0,873.0,56.0,1546.0,572.0,32.1,1.7898,5.1
2004-08-14 19:00:00,1.2,1001.0,838.0,56.0,801.0,73.0,1614.0,668.0,38.2,1.788,6.6
2004-08-14 20:00:00,1.4,1005.0,868.0,71.0,779.0,85.0,1633.0,771.0,41.8,1.7269,7.3
2004-08-14 21:00:00,1.2,979.0,818.0,57.0,797.0,72.0,1590.0,732.0,45.9,1.7272,6.1
2004-08-14 22:00:00,1.0,935.0,774.0,43.0,825.0,53.0,1562.0,687.0,48.2,1.7075,5.2
2004-08-14 23:00:00,0.9,939.0,758.0,40.0,858.0,47.0,1544.0,664.0,49.5,1.7048,4.9
2004-08-15 00:00:00,0.7,878.0,684.0,26.0,947.0,37.0,1475.0,588.0,50.8,1.6917,3.5
2004-08-15 01:00:00,0.5,848.0,650.0,24.0,989.0,34.0,1479.0,610.0,52.5,1.7077,3.0
2004-08-15 02:00:00,0.5,826.0,631.0,24.0,1028.0,33.0,1473.0,593.0,55.4,1.7054,2.7
2004-08-15 03:00:00,0.4,804.0,597.0,,1077.0,,1454.0,566.0,57.5,1.6723,2.2
2004-08-15 04:00:00,,789.0,584.0,18.0,1107.0,27.0,1457.0,571.0,62.2,1.6648,2.0
2004-08-15 05:00:00,0.4,785.0,612.0,18.0,1054.0,27.0,1443.0,614.0,61.8,1.6654,2.4
2004-08-15 06:00:00,0.4,772.0,584.0,19.0,1149.0,27.0,1414.0,566.0,59.2,1.6139,2.0
2004-08-15 07:00:00,0.5,796.0,623.0,22.0,1064.0,28.0,1425.0,594.0,58.4,1.6223,2.5
2004-08-15 08:00:00,0.7,875.0,682.0,34.0,983.0,36.0,1457.0,611.0,56.3,1.6489,3.5
2004-08-15 09:00:00,1.1,955.0,811.0,61.0,841.0,59.0,1562.0,759.0,50.1,1.6889,6.0
2004-08-15 10:00:00,1.0,938.0,778.0,46.0,896.0,56.0,1520.0,700.0,34.0,1.6039,5.3
2004-08-15 11:00:00,1.2,954.0,826.0,56.0,870.0,70.0,1531.0,691.0,25.7,1.4861,6.3
2004-08-15 12:00:00,1.1,875.0,753.0,31.0,978.0,36.0,1402.0,579.0,19.8,1.3067,4.8
2004-08-15 13:00:00,0.6,810.0,664.0,11.0,1123.0,17.0,1312.0,478.0,20.5,1.286,3.2
2004-08-15 14:00:00,0.4,746.0,624.0,8.0,1227.0,14.0,1209.0,410.0,18.4,1.0976,2.6
2004-08-15 15:00:00,0.4,738.0,610.0,14.0,1281.0,24.0,1204.0,404.0,16.9,1.0347,2.4
2004-08-15 16:00:00,0.5,771.0,652.0,21.0,1223.0,36.0,1239.0,440.0,15.9,1.0296,3.0
2004-08-15 17:00:00,0.6,799.0,658.0,26.0,1216.0,43.0,1254.0,461.0,17.1,1.0398,3.1
2004-08-15 18:00:00,0.8,831.0,679.0,37.0,1143.0,60.0,1291.0,526.0,21.9,1.1303,3.4
2004-08-15 19:00:00,1.0,885.0,743.0,53.0,1016.0,81.0,1379.0,647.0,24.6,1.1885,4.6
